DATE,TESTER,PRODUCT,LOT NUMBER,TEST STEP,DATE LOT STARTED,LAST UPDATE,TOTAL IN,HANDLER,STATUS,LOADING COUNTS,TOTAL,AUTO1,AUTO2,AUTO3,LAST UPDATE (2),ENDLOT,ENDLOT_TESTER_RAW
2026-02-07T04:51:12.078092-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-2,2026-02-07 00:01:00,2026-02-07 04:46:18,6822,NS-5,error,11689,11652,6441,888,4253,,1,AP-2
2026-02-07T04:55:58.033712-08:00,AP-1,ES9821,TGWDSXX959,25C_BIN1_25C_FT-1,2026-01-30 09:12:00,2026-02-07 04:52:37,131938,CHROMA,error,39233,39219,37991,193,1035,,1,AP-1
2026-02-09T09:12:30.618900-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-3,2026-02-09 08:50:00,2026-02-09 09:10:30,6822,NS-5,maint,232,171,3,6,162,,1,AP-2
2026-02-09T14:55:09.273088-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN1_65C_RT-3,2026-02-09 08:50:00,2026-02-09 14:50:55,6822,NS-5,running,2758,2723,177,151,2388,,1,AP-2
2026-02-09T16:12:02.795073-08:00,S100_1,ES9291Q,TGWDS13A84,B34_25C_FT2-RT1,2026-02-09 11:45:14,2026-02-09 16:07:35,19675,NS-3,stopped,19637,19623,16456,0,3162,,1,S100_1
2026-02-10T09:45:49.625631-08:00,S100_1,ES9291Q,TGWDS13A84,25C_FT1-RT2,2026-02-10 08:58:24,2026-02-10 09:41:15,19675,NS-3,stopped,3172,3154,947,0,2206,,1,S100_1
2026-02-10T13:08:56.479602-08:00,S100_1,ES9291Q,TGWDS13A84,B34_25C_FT2-RT3,2026-02-10 09:51:37,2026-02-10 13:02:08,2206,NS-3,stopped,2220,2216,352,1639,224,,1,S100_1
2026-02-10T14:15:08.786044-08:00,S100_1,ES9291Q,TGWDS13A84,B1_25C_EQ1,2026-02-10 13:37:18,2026-02-10 14:08:53,2206,NS-3,running,284,270,181,0,89,,1,S100_1
2026-02-11T08:27:32.615387-08:00,S100_1,ES9843QPRO,TGWFS0XW86,FT1,2026-02-10 16:01:16,2026-02-11 08:24:46,27890,NS-3,error,2788,2703,2082,384,235,,1,S100_1
2026-02-11T18:37:15+00:00,AP-1,ES9821,TGWDSXX959,25C_BIN1_25C_FT-1,2026-01-30 09:12:00,2026-02-11 10:32:07,131938,CHROMA,running,61304,61290,59409,280,1601,,1,AP-1
2026-02-11T10:45:17.084707-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-11 10:38:47,24260,NS-3,running,3596,3519,2691,522,303,,1,S100_1
2026-02-11T11:56:08.229460-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-11 11:50:50,24260,NS-3,error,3921,3832,2911,585,333,,1,S100_1
2026-02-11T12:25:58.796390-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-11 12:21:45,24260,NS-3,running,4113,4016,3054,612,347,,1,S100_1
2026-02-11T16:32:01.783860-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_FT-1,2026-02-02 14:46:00,2026-02-11 16:31:55,14298,NS-5,error,14308,14268,6772,1,5157,,1,AP-2
2026-02-12T01:00:00+00:00,AP-2,ES9842,TGWBS02G30,25C_BIN4_65C_RT-1,2026-02-05 11:05:00,2026-02-11 17:02:48,6822,NS-5,running,232,168,4,5,159,,1,AP-2
2026-02-12T01:00:00+00:00,AP-2,ES9842,TGWBS02G30,25C_BIN4_65C_RT-1,2026-02-05 11:05:00,2026-02-11 17:07:57,6822,NS-5,running,272,208,5,5,197,,1,AP-2
2026-02-11T17:03:45-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-1,2026-02-05 11:05:00,2026-02-11 18:04:38,6822,NS-5,running,712,644,19,32,590,,1,AP-2
2026-02-12T00:00:00+00:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-1,2026-02-05 11:05:00,2026-02-11 19:21:54,6822,NS-5,error,1192,1128,44,52,1028,,1,AP-2
2026-02-11T20:01:27,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-1,2026-02-05 11:05:00,2026-02-11 19:57:48,6822,NS-5,error,1192,1128,44,52,1028,,1,AP-2
2026-02-12T14:34:37+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 06:27:45,24260,NS-3,error,7441,7345,5782,976,579,,1,S100-1
2026-02-12T00:00:00+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 06:58:34,24260,NS-3,error,7441,7345,5782,976,579,,1,S100-1
2026-02-12T15:04:36+00:00,AP-1,ES9821,TGWDSXX959,25C_BIN1_25C_FT-1,2026-01-30 09:12:00,2026-02-12 06:57:44,131938,CHROMA,error,65523,65508,63483,302,1723,,1,AP-1
2026-02-12T15:04:37+00:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-1,2026-02-05 11:05:00,2026-02-12 06:59:41,6822,NS-5,running,1832,1766,65,94,1599,,1,AP-2
2026-02-12T15:04:38+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 06:58:34,24260,NS-3,error,7441,7345,5782,976,579,,1,S100-1
2026-02-12T15:04:39+00:00,S100_2,ES9820Q,TGWBS00R31,FT1,2026-02-06 12:21:42,2026-02-12 06:58:39,56860,NS-4,error,35484,35468,26059,56,4953,,1,S100-2
2026-02-12T16:04:02+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 08:00:11,24260,NS-3,error,7441,7345,5782,976,579,,1,S100-1
2026-02-12T16:16:23+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 08:15:36,24260,NS-3,error,7441,7345,5782,976,579,,1,S100-1
2026-02-12T16:26:14+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 08:20:44,24260,NS-3,running,7473,7375,5803,981,583,,1,S100-1
2026-02-12T16:36:00.791531+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 08:31:05,24260,NS-3,running,7577,7479,5893,989,588,,1,S100-1
2026-02-12T17:30:26.955313+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 09:27:53,24260,NS-3,running,8045,7947,6307,1018,610,,1,S100-1
2026-02-12T17:52:02.756719+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 09:48:34,24260,NS-3,running,8237,8141,6468,1041,618,,1,S100-1
2026-02-12T17:58:12.447883+00:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 09:53:44,24260,NS-3,running,8289,8191,6508,1049,620,,1,S100-1
2026-02-12T12:47:04.631132-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 12:44:15,24260,NS-3,running,9953,9857,7823,1189,788,,1,S100_1
2026-02-12T12:48:20.406447-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 12:44:15,24260,NS-3,running,9953,9857,7823,1189,788,,1,S100_1
2026-02-12T12:49:48.945067-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 12:44:15,24260,NS-3,running,9953,9857,7823,1189,788,,1,S100_1
2026-02-12T12:53:00.168999-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 12:49:25,24260,NS-3,running,10005,9909,7823,1189,797,,1,S100_1
2026-02-12T12:53:58.986905-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 12:49:25,24260,NS-3,running,10005,9909,7823,1189,797,,1,S100_1
2026-02-12T13:09:19.228199-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 13:04:55,24260,NS-3,running,10153,10057,8023,1204,814,,1,S100_1
2026-02-12T13:18:33.772545-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-12 13:15:15,24260,NS-3,running,10257,10159,8118,1207,818,,1,S100_1
2026-02-12T13:25:52.174078-08:00,AP-1,ES9821,TGWDSXX959,25C_BIN1_25C_FT-1,2026-01-30 09:12:00,2026-02-12 13:19:10,131938,CHROMA,running,67011,66996,64929,306,1761,,1,AP-1
2026-02-12T13:32:36.780617-08:00,S100_2,ES9820Q,TGWBS00R31,FT1,2026-02-06 12:21:42,2026-02-12 13:25:45,56860,NS-4,running,37844,37827,27565,4802,5455,,1,S100_2
2026-02-12T13:32:54.307341-08:00,S100_2,ES9820Q,TGWBS00R31,FT1,2026-02-06 12:21:42,2026-02-12 13:25:45,56860,NS-4,running,37844,37827,27565,4802,5455,,1,S100_2
2026-02-12T13:34:49.518963-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-1,2026-02-05 11:05:00,2026-02-12 13:31:39,6822,NS-5,running,4784,4718,184,252,4266,,1,AP-2
2026-02-12T13:43:38.579043-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-1,2026-02-05 11:05:00,2026-02-12 13:36:49,6822,NS-5,running,4824,4758,184,252,4306,,1,AP-2
2026-02-12T13:45:13.812116-08:00,AP-1,ES9821,TGWDSXX959,25C_BIN1_25C_FT-1,2026-01-30 09:12:00,2026-02-12 13:39:53,131938,CHROMA,running,67136,67121,65050,307,1764,,1,AP-1
2026-02-12T13:46:22.076310-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-1,2026-02-05 11:05:00,2026-02-12 13:41:59,6822,NS-5,running,4864,4798,188,252,4342,,1,AP-2
2026-02-12T14:32:59.665354-08:00,AP-2,ES9842,TGWBS02G30,25C_BIN2_65C_RT-1,2026-02-05 11:05:00,2026-02-12 14:28:22,6822,NS-5,running,5175,5138,190,262,4669,,1,AP-2
2026-02-12T16:54:25.253072-08:00,AP-2,ES9820,TGWBS00R31,25C_BIN1_65C_FT-1,2026-02-12 14:46:00,2026-02-12 16:47:22,56860,NS-5,running,1252,1188,1018,128,37,,1,AP-2
2026-02-12T17:38:26.116582-08:00,AP-2,ES9820,TGWBS00R31,25C_BIN1_65C_FT-1,2026-02-12 14:46:00,2026-02-12 17:33:47,56860,NS-5,running,1752,1686,1408,172,51,,1,AP-2
2026-02-12T17:40:31.515254-08:00,S100_2,ES9820Q,TGWBS00R31,FT1,2026-02-06 12:21:42,2026-02-12 17:33:32,56860,NS-4,running,39919,39902,29265,73,5564,,1,S100_2
2026-02-13T11:58:53.422463-08:00,S100_2,ES9820Q,TGWBS00R31,FT1,2026-02-06 12:21:42,2026-02-13 11:37:20,56860,NS-4,stopped,43281,43264,32019,50,5795,,1,S100_2
2026-02-13T11:59:22.612535-08:00,S100_2,ES9820Q,TGWBS00R31,FT1,2026-02-06 12:21:42,2026-02-13 11:37:20,56860,NS-4,stopped,43281,43264,32019,50,5795,,1,S100_2
2026-02-13T11:59:57.278581-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-13 11:33:22,24260,NS-3,error,14117,14021,11184,1657,1146,,1,S100_1
2026-02-13T11:59:18.183751-08:00,AP-1,ES9821,TGWDSXX959,25C_BIN1_25C_FT-1,2026-01-30 09:12:00,2026-02-13 11:33:03,131938,CHROMA,running,74362,74347,72053,334,1960,,1,AP-1
2026-02-13T12:00:23.109413-08:00,AP-2,ES9820,TGWBS00R31,25C_BIN1_65C_FT-1,2026-02-12 14:46:00,2026-02-13 11:32:47,56860,NS-5,running,4052,3984,3448,401,119,,1,AP-2
2026-02-13T12:25:54.275208-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-13 11:33:22,24260,NS-3,error,14117,14021,11184,1657,1146,,1,S100_1
2026-02-13T12:29:20.470421-08:00,S100_2,ES9820Q,TGWBS00R31,FT1,2026-02-06 12:21:42,2026-02-13 11:37:20,56860,NS-4,stopped,43281,43264,32019,50,5795,,1,S100_2
2026-02-13T12:51:39.550989-08:00,AP-2,ES9820,TGWBS00R31,25C_BIN1_65C_FT-1,2026-02-12 14:46:00,2026-02-13 11:32:47,56860,NS-5,running,4052,3984,3448,401,119,,1,AP-2
2026-02-14T11:10:36.172591-08:00,S100_1,ES9843QPRO,TGWFS0XW86,70C_FT1,2026-01-16 11:20:14,2026-02-13 11:33:22,24260,NS-3,error,14117,14021,11184,1657,1146,,1,S100_1
2026-02-15T15:44:48.017658-08:00,S100_1,ES9843QPRO,TGWFS0XW86,B3467_70C_FT1-RT1,2026-02-14 11:35:44,2026-02-15 15:14:26,49942,NS-3,error,6332,6268,1252,378,4618,,1,S100_1
2026-02-15T15:51:33.817468-08:00,S100_2,ES9820Q,TGWBS00R31,FT1,2026-02-06 12:21:42,2026-02-15 15:13:58,56860,NS-4,stopped,56824,56804,42868,43,6693,,1,S100_2
2026-02-16T08:43:17.119220-08:00,S100_1,ES9843QPRO,TGWFS0XW86,B3467_70C_FT1-RT2,2026-02-16 08:30:41,2026-02-16 08:38:17,4680,NS-3,error,4680,4628,333,131,4157,,1,S100_1
2026-02-16T10:23:59.013509-08:00,S100_2,ES9820Q,TGWBS00R31,B34_25C_FT1-RT1,2026-02-15 15:56:22,2026-02-16 10:18:13,6700,NS-4,error,6693,6688,2895,627,3165,,1,S100_2
2026-02-16T13:02:48.808553-08:00,S100_2,ES9820Q,TGWBS00R31,25C_FT1-RT2,2026-02-16 10:52:15,2026-02-16 12:57:45,3176,NS-4,running,689,682,0,12,663,,1,S100_2
2026-02-16T13:49:41.635551-08:00,S100_2,ES9820Q,TGWBS00R31,25C_EQ1,2026-02-16 13:25:05,2026-02-16 13:44:00,3176,NS-4,running,182,177,168,7,0,,1,S100_2
2026-02-17T13:03:23.806902-08:00,S100_1,ES9843QPRO,TGWFS0XW86,B2_25C_FT2,2026-02-16 13:31:22,2026-02-17 12:57:54,8298,NS-3,stopped,6136,6116,825,4264,1027,,1,S100_1
2026-02-17T15:14:31.310795-08:00,S100_1,ES9843QPRO,TGWFS0XW86,B3467_25C_FT2-RT1,2026-02-17 13:08:29,2026-02-17 14:30:38,8298,NS-3,running,1068,1056,5,291,760,,1,S100_1
2026-02-18T16:37:46.291684-08:00,AP-2,ES9820,TGWBS00R31,25C_BIN1_65C_FT-1,2026-02-12 14:46:00,2026-02-18 16:36:24,45794,NS-5,error,45798,45747,39708,4367,1488,,1,AP-2
2026-02-18T20:06:01.755605-08:00,AP-2,ES9820,TGWBS00R31,25C_BIN1_65C_RT-1,2026-02-18 16:44:00,2026-02-18 20:02:32,1488,NS-5,running,1471,1447,477,777,767,,1,AP-2
2026-02-18T20:10:42.614789-08:00,AP-2,ES9820,TGWBS00R31,25C_BIN1_65C_RT-1,2026-02-18 16:44:00,2026-02-18 20:07:41,,NS-5,stopped,?,?,?,?,?,,1,AP-2
2026-02-18T20:14:36.298566-08:00,AP-2,ES9820,TGWBS00R31,65C_BIN4_65C_RT-2,2026-02-18 20:08:00,2026-02-18 20:07:41,,NS-5,stopped,?,?,?,?,?,,1,AP-2
2026-02-19T10:08:34.483443-08:00,AP-2,ES9820,TGWBS00R31,65C_BIN4_65C_RT-3,2026-02-19 08:26:00,2026-02-19 10:05:23,,NS-5,running,590,574,49,49,475,,1,AP-2
2026-02-20T14:25:51.835838-08:00,AP-2,ES9820,TGWBS00R31,65C_BIN2_65C_FT-1,2026-02-19 10:34:00,2026-02-20 14:22:51,7890,NS-5,running,7891,7866,1521,4051,2235,,1,AP-2
